[2025-12-21 21:01:21,042::train::INFO] Namespace(config='configs/tuning_c003.yml', device='cuda', logdir='./logs_diffusion', tag='', train_report_iter=200)
[2025-12-21 21:01:21,042::train::INFO] {'data': {'name': 'pl', 'path': './data/crossdocked_v1.1_rmsd1.0_pocket10', 'split': './data/crossdocked_pocket10_pose_split.pt', 'transform': {'ligand_atom_mode': 'add_aromatic', 'random_rot': False}}, 'model': {'model_mean_type': 'C0', 'beta_schedule': 'sigmoid', 'beta_start': 1e-07, 'beta_end': 0.002, 'v_beta_schedule': 'cosine', 'v_beta_s': 0.01, 'num_diffusion_timesteps': 1000, 'loss_v_weight': 100.0, 'sample_time_method': 'symmetric', 'time_emb_dim': 0, 'time_emb_mode': 'simple', 'center_pos_mode': 'protein', 'node_indicator': True, 'model_type': 'uni_o2', 'num_blocks': 1, 'num_layers': 9, 'hidden_dim': 128, 'n_heads': 16, 'edge_feat_dim': 4, 'num_r_gaussian': 20, 'knn': 32, 'num_node_types': 8, 'act_fn': 'relu', 'norm': True, 'cutoff_mode': 'knn', 'ew_net_type': 'global', 'num_x2h': 1, 'num_h2x': 1, 'r_max': 10.0, 'x2h_out_fc': False, 'sync_twoup': False, 'compactness_weight': 0.003, 'spp_weight': 0.0}, 'train': {'seed': 2021, 'batch_size': 4, 'num_workers': 4, 'n_acc_batch': 1, 'max_iters': 100000, 'val_freq': 2000, 'pos_noise_std': 0.1, 'max_grad_norm': 8.0, 'bond_loss_weight': 1.0, 'optimizer': {'type': 'adam', 'lr': 0.001, 'weight_decay': 0, 'beta1': 0.95, 'beta2': 0.999}, 'scheduler': {'type': 'plateau', 'factor': 0.6, 'patience': 10, 'min_lr': 1e-06}}}
[2025-12-21 21:01:21,211::train::INFO] Loading dataset...
[2025-12-21 22:42:34,035::train::INFO] [Train] Iter 18600 | Loss 0.427574 | Loss pos 0.219972 | Loss v 0.001805 | Compact 9.048771 | SPP 0.000000 | Energy 0.753177 | Grad 0.7123 | LR 0.001000
[2025-12-21 22:43:04,329::train::INFO] [Train] Iter 18800 | Loss 1.051599 | Loss pos 0.891452 | Loss v 0.001415 | Compact 6.205827 | SPP 0.000000 | Energy 0.874868 | Grad 2.9204 | LR 0.001000
[2025-12-21 22:43:34,490::train::INFO] [Train] Iter 19000 | Loss 1.311582 | Loss pos 1.218683 | Loss v 0.000802 | Compact 4.223537 | SPP 0.000000 | Energy 0.758426 | Grad 0.3817 | LR 0.001000
[2025-12-21 22:44:04,949::train::INFO] [Train] Iter 19200 | Loss 0.866651 | Loss pos 0.804247 | Loss v 0.000270 | Compact 11.805434 | SPP 0.000000 | Energy 1.006150 | Grad 0.6613 | LR 0.001000
[2025-12-21 22:44:35,393::train::INFO] [Train] Iter 19400 | Loss 0.184425 | Loss pos 0.128970 | Loss v 0.000273 | Compact 9.376804 | SPP 0.000000 | Energy 0.869518 | Grad 0.3624 | LR 0.001000
[2025-12-21 22:45:05,294::train::INFO] [Train] Iter 19600 | Loss 0.375176 | Loss pos 0.295952 | Loss v 0.000425 | Compact 12.249892 | SPP 0.000000 | Energy 0.931232 | Grad 0.2248 | LR 0.001000
[2025-12-21 22:45:35,269::train::INFO] [Train] Iter 19800 | Loss 0.726201 | Loss pos 0.635750 | Loss v 0.000675 | Compact 7.645366 | SPP 0.000000 | Energy 1.105605 | Grad 0.8046 | LR 0.001000
[2025-12-21 22:46:05,614::train::INFO] [Train] Iter 20000 | Loss 0.283429 | Loss pos 0.188222 | Loss v 0.000548 | Compact 13.472301 | SPP 0.000000 | Energy 0.923668 | Grad 0.1831 | LR 0.001000
[2025-12-21 22:51:57,938::train::INFO] [Validate] Iter 20000 | Loss 0.852742 | Loss pos 0.761960 | Loss v 0.665489 e-3 | Avg atom auroc 0.922452 | Compact 8.077765 | SPP 0.000000
[2025-12-21 22:51:57,951::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 22:52:28,117::train::INFO] [Train] Iter 20200 | Loss 0.852537 | Loss pos 0.737928 | Loss v 0.000844 | Compact 10.073037 | SPP 0.000000 | Energy 0.849095 | Grad 0.7158 | LR 0.001000
[2025-12-21 22:52:58,086::train::INFO] [Train] Iter 20400 | Loss 0.769552 | Loss pos 0.695274 | Loss v 0.000528 | Compact 7.169370 | SPP 0.000000 | Energy 0.749567 | Grad 1.2476 | LR 0.001000
[2025-12-21 22:53:28,112::train::INFO] [Train] Iter 20600 | Loss 1.036798 | Loss pos 0.936039 | Loss v 0.000918 | Compact 2.977120 | SPP 0.000000 | Energy 0.759591 | Grad 0.3957 | LR 0.001000
[2025-12-21 22:53:58,311::train::INFO] [Train] Iter 20800 | Loss 1.050746 | Loss pos 0.963995 | Loss v 0.000360 | Compact 16.900370 | SPP 0.000000 | Energy 1.997901 | Grad 0.3053 | LR 0.001000
[2025-12-21 22:54:28,105::train::INFO] [Train] Iter 21000 | Loss 0.256056 | Loss pos 0.125471 | Loss v 0.000998 | Compact 10.252191 | SPP 0.000000 | Energy 0.476988 | Grad 0.4333 | LR 0.001000
[2025-12-21 22:54:57,804::train::INFO] [Train] Iter 21200 | Loss 0.502007 | Loss pos 0.388794 | Loss v 0.000748 | Compact 12.802313 | SPP 0.000000 | Energy 0.918986 | Grad 0.3586 | LR 0.001000
[2025-12-21 22:55:27,877::train::INFO] [Train] Iter 21400 | Loss 0.873496 | Loss pos 0.799272 | Loss v 0.000465 | Compact 9.236334 | SPP 0.000000 | Energy 0.761165 | Grad 0.4704 | LR 0.001000
[2025-12-21 22:55:58,208::train::INFO] [Train] Iter 21600 | Loss 0.668909 | Loss pos 0.586180 | Loss v 0.000546 | Compact 9.359935 | SPP 0.000000 | Energy 0.771785 | Grad 0.4840 | LR 0.001000
[2025-12-21 22:56:28,122::train::INFO] [Train] Iter 21800 | Loss 0.409803 | Loss pos 0.279608 | Loss v 0.000931 | Compact 12.358485 | SPP 0.000000 | Energy 1.110998 | Grad 0.3209 | LR 0.001000
[2025-12-21 22:56:57,938::train::INFO] [Train] Iter 22000 | Loss 0.776377 | Loss pos 0.713871 | Loss v 0.000358 | Compact 8.900085 | SPP 0.000000 | Energy 0.863271 | Grad 0.5723 | LR 0.001000
[2025-12-21 23:02:50,465::train::INFO] [Validate] Iter 22000 | Loss 0.850164 | Loss pos 0.757191 | Loss v 0.687844 e-3 | Avg atom auroc 0.919664 | Compact 8.062958 | SPP 0.000000
[2025-12-21 23:02:50,479::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 23:03:20,483::train::INFO] [Train] Iter 22200 | Loss 0.247006 | Loss pos 0.153732 | Loss v 0.000761 | Compact 5.709556 | SPP 0.000000 | Energy 1.010108 | Grad 0.3298 | LR 0.001000
[2025-12-21 23:03:50,589::train::INFO] [Train] Iter 22400 | Loss 0.604188 | Loss pos 0.568916 | Loss v 0.000145 | Compact 6.919115 | SPP 0.000000 | Energy 0.935785 | Grad 0.3687 | LR 0.001000
[2025-12-21 23:04:21,328::train::INFO] [Train] Iter 22600 | Loss 0.907260 | Loss pos 0.728138 | Loss v 0.001510 | Compact 9.366924 | SPP 0.000000 | Energy 0.778732 | Grad 1.6010 | LR 0.001000
[2025-12-21 23:04:51,911::train::INFO] [Train] Iter 22800 | Loss 0.991134 | Loss pos 0.937871 | Loss v 0.000394 | Compact 4.617517 | SPP 0.000000 | Energy 0.835000 | Grad 0.6467 | LR 0.001000
[2025-12-21 23:05:22,047::train::INFO] [Train] Iter 23000 | Loss 0.915001 | Loss pos 0.745876 | Loss v 0.001560 | Compact 4.386703 | SPP 0.000000 | Energy 0.664957 | Grad 0.7477 | LR 0.001000
[2025-12-21 23:05:52,464::train::INFO] [Train] Iter 23200 | Loss 0.675141 | Loss pos 0.522464 | Loss v 0.001302 | Compact 7.505490 | SPP 0.000000 | Energy 0.900356 | Grad 0.4538 | LR 0.001000
[2025-12-21 23:06:22,341::train::INFO] [Train] Iter 23400 | Loss 1.519811 | Loss pos 1.451410 | Loss v 0.000461 | Compact 7.432279 | SPP 0.000000 | Energy 0.686131 | Grad 2.3939 | LR 0.001000
[2025-12-21 23:06:52,321::train::INFO] [Train] Iter 23600 | Loss 1.016091 | Loss pos 0.926710 | Loss v 0.000673 | Compact 7.374336 | SPP 0.000000 | Energy 0.747154 | Grad 0.7755 | LR 0.001000
[2025-12-21 23:07:22,749::train::INFO] [Train] Iter 23800 | Loss 1.307506 | Loss pos 1.258480 | Loss v 0.000295 | Compact 6.507547 | SPP 0.000000 | Energy 0.880669 | Grad 0.4111 | LR 0.001000
[2025-12-21 23:07:53,011::train::INFO] [Train] Iter 24000 | Loss 1.386451 | Loss pos 1.315324 | Loss v 0.000581 | Compact 4.349239 | SPP 0.000000 | Energy 0.760215 | Grad 1.3480 | LR 0.001000
[2025-12-21 23:13:49,620::train::INFO] [Validate] Iter 24000 | Loss 0.856069 | Loss pos 0.765761 | Loss v 0.663334 e-3 | Avg atom auroc 0.928677 | Compact 7.991637 | SPP 0.000000
[2025-12-21 23:13:49,633::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 23:14:19,633::train::INFO] [Train] Iter 24200 | Loss 1.143017 | Loss pos 1.043063 | Loss v 0.000845 | Compact 5.160032 | SPP 0.000000 | Energy 1.460818 | Grad 1.3790 | LR 0.001000
[2025-12-21 23:14:49,850::train::INFO] [Train] Iter 24400 | Loss 0.941855 | Loss pos 0.871010 | Loss v 0.000569 | Compact 4.660742 | SPP 0.000000 | Energy 0.715333 | Grad 0.7281 | LR 0.001000
[2025-12-21 23:15:20,039::train::INFO] [Train] Iter 24600 | Loss 0.359334 | Loss pos 0.289789 | Loss v 0.000463 | Compact 7.764055 | SPP 0.000000 | Energy 0.763222 | Grad 0.2222 | LR 0.001000
[2025-12-21 23:15:50,313::train::INFO] [Train] Iter 24800 | Loss 0.234069 | Loss pos 0.161054 | Loss v 0.000500 | Compact 7.667350 | SPP 0.000000 | Energy 0.985812 | Grad 0.3404 | LR 0.001000
[2025-12-21 23:16:20,441::train::INFO] [Train] Iter 25000 | Loss 0.819995 | Loss pos 0.756425 | Loss v 0.000387 | Compact 8.304338 | SPP 0.000000 | Energy 0.634836 | Grad 0.6526 | LR 0.001000
[2025-12-21 23:16:50,405::train::INFO] [Train] Iter 25200 | Loss 0.426250 | Loss pos 0.291159 | Loss v 0.000844 | Compact 16.894075 | SPP 0.000000 | Energy 1.535477 | Grad 0.3541 | LR 0.001000
[2025-12-21 23:17:20,393::train::INFO] [Train] Iter 25400 | Loss 0.389255 | Loss pos 0.292166 | Loss v 0.000605 | Compact 12.193604 | SPP 0.000000 | Energy 0.934528 | Grad 0.2821 | LR 0.001000
[2025-12-21 23:17:50,645::train::INFO] [Train] Iter 25600 | Loss 0.965565 | Loss pos 0.853919 | Loss v 0.001005 | Compact 3.713750 | SPP 0.000000 | Energy 0.598880 | Grad 0.7237 | LR 0.001000
[2025-12-21 23:18:20,549::train::INFO] [Train] Iter 25800 | Loss 0.768149 | Loss pos 0.646841 | Loss v 0.001051 | Compact 5.387551 | SPP 0.000000 | Energy 1.390200 | Grad 0.3820 | LR 0.001000
[2025-12-21 23:18:50,249::train::INFO] [Train] Iter 26000 | Loss 0.658085 | Loss pos 0.544711 | Loss v 0.000701 | Compact 14.414339 | SPP 0.000000 | Energy 0.664338 | Grad 0.4159 | LR 0.001000
[2025-12-21 23:24:42,581::train::INFO] [Validate] Iter 26000 | Loss 0.839771 | Loss pos 0.749977 | Loss v 0.656685 e-3 | Avg atom auroc 0.924161 | Compact 8.041881 | SPP 0.000000
[2025-12-21 23:24:42,594::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 23:25:12,528::train::INFO] [Train] Iter 26200 | Loss 0.860148 | Loss pos 0.812770 | Loss v 0.000230 | Compact 8.117491 | SPP 0.000000 | Energy 0.805487 | Grad 0.7188 | LR 0.001000
[2025-12-21 23:25:42,743::train::INFO] [Train] Iter 26400 | Loss 0.906948 | Loss pos 0.766037 | Loss v 0.001236 | Compact 5.779408 | SPP 0.000000 | Energy 0.819698 | Grad 1.1507 | LR 0.001000
[2025-12-21 23:26:12,720::train::INFO] [Train] Iter 26600 | Loss 1.213152 | Loss pos 1.111166 | Loss v 0.000633 | Compact 12.905884 | SPP 0.000000 | Energy 0.878831 | Grad 2.0914 | LR 0.001000
[2025-12-21 23:26:42,585::train::INFO] [Train] Iter 26800 | Loss 0.941591 | Loss pos 0.844849 | Loss v 0.000795 | Compact 5.751665 | SPP 0.000000 | Energy 0.970124 | Grad 0.4143 | LR 0.001000
[2025-12-21 23:27:12,705::train::INFO] [Train] Iter 27000 | Loss 0.889124 | Loss pos 0.765037 | Loss v 0.000832 | Compact 13.636970 | SPP 0.000000 | Energy 1.096702 | Grad 0.3407 | LR 0.001000
[2025-12-21 23:27:42,897::train::INFO] [Train] Iter 27200 | Loss 0.159401 | Loss pos 0.095944 | Loss v 0.000255 | Compact 12.667208 | SPP 0.000000 | Energy 1.599780 | Grad 0.2062 | LR 0.001000
[2025-12-21 23:28:12,782::train::INFO] [Train] Iter 27400 | Loss 0.974924 | Loss pos 0.871850 | Loss v 0.000787 | Compact 8.109664 | SPP 0.000000 | Energy 0.943370 | Grad 0.4883 | LR 0.001000
[2025-12-21 23:28:42,590::train::INFO] [Train] Iter 27600 | Loss 1.506967 | Loss pos 1.407262 | Loss v 0.000747 | Compact 8.337585 | SPP 0.000000 | Energy 0.808073 | Grad 0.4287 | LR 0.001000
[2025-12-21 23:29:12,607::train::INFO] [Train] Iter 27800 | Loss 0.340697 | Loss pos 0.228896 | Loss v 0.000937 | Compact 6.027033 | SPP 0.000000 | Energy 0.729511 | Grad 0.7969 | LR 0.001000
[2025-12-21 23:29:42,770::train::INFO] [Train] Iter 28000 | Loss 1.000719 | Loss pos 0.955854 | Loss v 0.000344 | Compact 3.494748 | SPP 0.000000 | Energy 0.742471 | Grad 0.5268 | LR 0.001000
[2025-12-21 23:35:35,817::train::INFO] [Validate] Iter 28000 | Loss 0.826853 | Loss pos 0.738635 | Loss v 0.642201 e-3 | Avg atom auroc 0.931147 | Compact 7.999374 | SPP 0.000000
[2025-12-21 23:35:35,830::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 23:36:05,842::train::INFO] [Train] Iter 28200 | Loss 1.165133 | Loss pos 1.041875 | Loss v 0.000957 | Compact 9.187703 | SPP 0.000000 | Energy 1.314656 | Grad 1.0666 | LR 0.001000
[2025-12-21 23:36:36,422::train::INFO] [Train] Iter 28400 | Loss 1.084771 | Loss pos 0.987118 | Loss v 0.000821 | Compact 5.178363 | SPP 0.000000 | Energy 1.021375 | Grad 0.4134 | LR 0.001000
[2025-12-21 23:37:06,456::train::INFO] [Train] Iter 28600 | Loss 0.438900 | Loss pos 0.342707 | Loss v 0.000738 | Compact 7.457276 | SPP 0.000000 | Energy 0.854982 | Grad 0.3391 | LR 0.001000
[2025-12-21 23:37:36,585::train::INFO] [Train] Iter 28800 | Loss 0.718493 | Loss pos 0.577908 | Loss v 0.000960 | Compact 14.846243 | SPP 0.000000 | Energy 0.853480 | Grad 0.6476 | LR 0.001000
[2025-12-21 23:38:06,413::train::INFO] [Train] Iter 29000 | Loss 1.159359 | Loss pos 1.043770 | Loss v 0.000915 | Compact 8.031199 | SPP 0.000000 | Energy 0.786866 | Grad 1.1622 | LR 0.001000
[2025-12-21 23:38:36,378::train::INFO] [Train] Iter 29200 | Loss 0.467691 | Loss pos 0.375386 | Loss v 0.000628 | Compact 9.847034 | SPP 0.000000 | Energy 0.937856 | Grad 0.3441 | LR 0.001000
[2025-12-21 23:39:06,582::train::INFO] [Train] Iter 29400 | Loss 0.483459 | Loss pos 0.378343 | Loss v 0.000616 | Compact 14.513436 | SPP 0.000000 | Energy 1.394520 | Grad 0.3274 | LR 0.001000
[2025-12-21 23:39:36,577::train::INFO] [Train] Iter 29600 | Loss 0.743484 | Loss pos 0.589341 | Loss v 0.001227 | Compact 10.496276 | SPP 0.000000 | Energy 0.901573 | Grad 0.7087 | LR 0.001000
[2025-12-21 23:40:06,582::train::INFO] [Train] Iter 29800 | Loss 0.781668 | Loss pos 0.602678 | Loss v 0.001575 | Compact 7.150252 | SPP 0.000000 | Energy 0.902388 | Grad 0.6975 | LR 0.001000
[2025-12-21 23:40:36,826::train::INFO] [Train] Iter 30000 | Loss 0.543556 | Loss pos 0.439693 | Loss v 0.000715 | Compact 10.803033 | SPP 0.000000 | Energy 0.883528 | Grad 0.1966 | LR 0.001000
[2025-12-21 23:46:29,325::train::INFO] [Validate] Iter 30000 | Loss 0.827203 | Loss pos 0.738273 | Loss v 0.649208 e-3 | Avg atom auroc 0.933897 | Compact 8.003077 | SPP 0.000000
[2025-12-21 23:46:29,338::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 23:46:59,649::train::INFO] [Train] Iter 30200 | Loss 0.714939 | Loss pos 0.627285 | Loss v 0.000716 | Compact 5.364032 | SPP 0.000000 | Energy 0.764528 | Grad 0.8698 | LR 0.001000
[2025-12-21 23:47:29,838::train::INFO] [Train] Iter 30400 | Loss 0.571623 | Loss pos 0.459747 | Loss v 0.000903 | Compact 7.205969 | SPP 0.000000 | Energy 0.980285 | Grad 0.3384 | LR 0.001000
[2025-12-21 23:47:59,441::train::INFO] [Train] Iter 30600 | Loss 1.413980 | Loss pos 1.368771 | Loss v 0.000249 | Compact 6.774341 | SPP 0.000000 | Energy 0.887779 | Grad 0.4793 | LR 0.001000
[2025-12-21 23:48:29,501::train::INFO] [Train] Iter 30800 | Loss 1.557374 | Loss pos 1.389201 | Loss v 0.001435 | Compact 8.223646 | SPP 0.000000 | Energy 0.897572 | Grad 0.3868 | LR 0.001000
[2025-12-21 23:48:59,350::train::INFO] [Train] Iter 31000 | Loss 1.538655 | Loss pos 1.444589 | Loss v 0.000781 | Compact 5.313602 | SPP 0.000000 | Energy 0.940619 | Grad 2.0906 | LR 0.001000
[2025-12-21 23:49:29,567::train::INFO] [Train] Iter 31200 | Loss 0.629787 | Loss pos 0.525676 | Loss v 0.000707 | Compact 11.128176 | SPP 0.000000 | Energy 1.050658 | Grad 0.6188 | LR 0.001000
[2025-12-21 23:49:59,399::train::INFO] [Train] Iter 31400 | Loss 0.183318 | Loss pos 0.103673 | Loss v 0.000615 | Compact 6.053777 | SPP 0.000000 | Energy 0.800673 | Grad 0.2770 | LR 0.001000
[2025-12-21 23:50:29,433::train::INFO] [Train] Iter 31600 | Loss 0.626390 | Loss pos 0.545021 | Loss v 0.000674 | Compact 4.662436 | SPP 0.000000 | Energy 0.624068 | Grad 0.7325 | LR 0.001000
[2025-12-21 23:50:59,999::train::INFO] [Train] Iter 31800 | Loss 0.620573 | Loss pos 0.492643 | Loss v 0.001110 | Compact 5.638302 | SPP 0.000000 | Energy 0.785744 | Grad 0.4471 | LR 0.001000
[2025-12-21 23:51:29,906::train::INFO] [Train] Iter 32000 | Loss 0.960525 | Loss pos 0.892096 | Loss v 0.000549 | Compact 4.493722 | SPP 0.000000 | Energy 0.816994 | Grad 1.2983 | LR 0.001000
[2025-12-21 23:57:21,937::train::INFO] [Validate] Iter 32000 | Loss 0.835160 | Loss pos 0.746166 | Loss v 0.648428 e-3 | Avg atom auroc 0.930297 | Compact 8.050241 | SPP 0.000000
[2025-12-21 23:57:21,949::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 23:57:52,049::train::INFO] [Train] Iter 32200 | Loss 1.046771 | Loss pos 0.959624 | Loss v 0.000738 | Compact 4.444210 | SPP 0.000000 | Energy 0.925297 | Grad 0.3264 | LR 0.001000
[2025-12-21 23:58:22,194::train::INFO] [Train] Iter 32400 | Loss 0.476930 | Loss pos 0.389435 | Loss v 0.000674 | Compact 6.700080 | SPP 0.000000 | Energy 0.741043 | Grad 0.3067 | LR 0.001000
[2025-12-21 23:58:52,185::train::INFO] [Train] Iter 32600 | Loss 0.576373 | Loss pos 0.444643 | Loss v 0.001074 | Compact 8.114429 | SPP 0.000000 | Energy 0.929618 | Grad 0.3102 | LR 0.001000
[2025-12-21 23:59:22,032::train::INFO] [Train] Iter 32800 | Loss 0.744780 | Loss pos 0.664747 | Loss v 0.000708 | Compact 3.063933 | SPP 0.000000 | Energy 0.623747 | Grad 1.0566 | LR 0.001000
[2025-12-21 23:59:52,159::train::INFO] [Train] Iter 33000 | Loss 0.461779 | Loss pos 0.351564 | Loss v 0.000739 | Compact 12.092731 | SPP 0.000000 | Energy 1.042060 | Grad 0.4429 | LR 0.001000
[2025-12-22 00:00:22,369::train::INFO] [Train] Iter 33200 | Loss 0.280622 | Loss pos 0.203125 | Loss v 0.000606 | Compact 5.620827 | SPP 0.000000 | Energy 0.750737 | Grad 0.2851 | LR 0.001000
[2025-12-22 00:00:52,441::train::INFO] [Train] Iter 33400 | Loss 0.857774 | Loss pos 0.752148 | Loss v 0.000798 | Compact 8.610377 | SPP 0.000000 | Energy 1.051619 | Grad 0.6469 | LR 0.001000
[2025-12-22 00:01:22,278::train::INFO] [Train] Iter 33600 | Loss 0.180416 | Loss pos 0.109211 | Loss v 0.000402 | Compact 10.346556 | SPP 0.000000 | Energy 0.881224 | Grad 0.2748 | LR 0.001000
[2025-12-22 00:01:52,173::train::INFO] [Train] Iter 33800 | Loss 0.740700 | Loss pos 0.607173 | Loss v 0.000857 | Compact 15.927735 | SPP 0.000000 | Energy 1.036554 | Grad 0.9817 | LR 0.001000
[2025-12-22 00:02:22,149::train::INFO] [Train] Iter 34000 | Loss 0.846558 | Loss pos 0.741810 | Loss v 0.000746 | Compact 10.033533 | SPP 0.000000 | Energy 0.895112 | Grad 0.4140 | LR 0.001000
[2025-12-22 00:08:14,537::train::INFO] [Validate] Iter 34000 | Loss 0.827977 | Loss pos 0.738950 | Loss v 0.647869 e-3 | Avg atom auroc 0.932462 | Compact 8.080139 | SPP 0.000000
[2025-12-22 00:08:14,551::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-22 00:08:45,063::train::INFO] [Train] Iter 34200 | Loss 0.511596 | Loss pos 0.424152 | Loss v 0.000753 | Compact 4.050793 | SPP 0.000000 | Energy 0.579954 | Grad 0.4624 | LR 0.001000
[2025-12-22 00:09:15,264::train::INFO] [Train] Iter 34400 | Loss 0.919530 | Loss pos 0.839383 | Loss v 0.000591 | Compact 7.000721 | SPP 0.000000 | Energy 1.166013 | Grad 0.6200 | LR 0.001000
[2025-12-22 00:09:45,190::train::INFO] [Train] Iter 34600 | Loss 0.548156 | Loss pos 0.428897 | Loss v 0.000891 | Compact 10.040087 | SPP 0.000000 | Energy 1.250375 | Grad 0.3571 | LR 0.001000
[2025-12-22 00:10:15,191::train::INFO] [Train] Iter 34800 | Loss 0.702233 | Loss pos 0.614339 | Loss v 0.000493 | Compact 12.861662 | SPP 0.000000 | Energy 0.917484 | Grad 0.3083 | LR 0.001000
[2025-12-22 00:10:45,941::train::INFO] [Train] Iter 35000 | Loss 1.012522 | Loss pos 0.927755 | Loss v 0.000597 | Compact 8.349724 | SPP 0.000000 | Energy 1.908258 | Grad 0.4398 | LR 0.001000
[2025-12-22 00:11:15,681::train::INFO] [Train] Iter 35200 | Loss 1.266358 | Loss pos 1.178761 | Loss v 0.000753 | Compact 4.104616 | SPP 0.000000 | Energy 1.368068 | Grad 0.2808 | LR 0.001000
[2025-12-22 00:11:45,819::train::INFO] [Train] Iter 35400 | Loss 1.218645 | Loss pos 1.103509 | Loss v 0.000993 | Compact 5.272592 | SPP 0.000000 | Energy 0.734335 | Grad 0.3642 | LR 0.001000
[2025-12-22 00:12:15,713::train::INFO] [Train] Iter 35600 | Loss 0.489117 | Loss pos 0.401837 | Loss v 0.000568 | Compact 10.147582 | SPP 0.000000 | Energy 0.727017 | Grad 0.7211 | LR 0.001000
[2025-12-22 00:12:45,851::train::INFO] [Train] Iter 35800 | Loss 0.411200 | Loss pos 0.312114 | Loss v 0.000624 | Compact 12.229297 | SPP 0.000000 | Energy 1.021455 | Grad 0.3886 | LR 0.001000
[2025-12-22 00:13:15,971::train::INFO] [Train] Iter 36000 | Loss 0.865776 | Loss pos 0.734779 | Loss v 0.001153 | Compact 5.222508 | SPP 0.000000 | Energy 0.718343 | Grad 0.5708 | LR 0.001000
[2025-12-22 00:19:08,596::train::INFO] [Validate] Iter 36000 | Loss 0.817646 | Loss pos 0.731394 | Loss v 0.623694 e-3 | Avg atom auroc 0.934062 | Compact 7.960785 | SPP 0.000000
[2025-12-22 00:19:08,609::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-22 00:19:38,714::train::INFO] [Train] Iter 36200 | Loss 0.476544 | Loss pos 0.385732 | Loss v 0.000783 | Compact 4.160218 | SPP 0.000000 | Energy 0.775714 | Grad 0.2700 | LR 0.001000
[2025-12-22 00:20:08,691::train::INFO] [Train] Iter 36400 | Loss 0.428423 | Loss pos 0.345658 | Loss v 0.000521 | Compact 10.226370 | SPP 0.000000 | Energy 1.490618 | Grad 0.3759 | LR 0.001000
[2025-12-22 00:20:38,787::train::INFO] [Train] Iter 36600 | Loss 0.733668 | Loss pos 0.590135 | Loss v 0.001218 | Compact 7.260049 | SPP 0.000000 | Energy 0.650225 | Grad 0.4691 | LR 0.001000
[2025-12-22 00:21:08,952::train::INFO] [Train] Iter 36800 | Loss 0.657976 | Loss pos 0.593091 | Loss v 0.000469 | Compact 5.999767 | SPP 0.000000 | Energy 0.835113 | Grad 0.2798 | LR 0.001000
[2025-12-22 00:21:39,020::train::INFO] [Train] Iter 37000 | Loss 0.214480 | Loss pos 0.120677 | Loss v 0.000653 | Compact 9.509848 | SPP 0.000000 | Energy 1.598828 | Grad 0.6330 | LR 0.001000
[2025-12-22 00:22:09,386::train::INFO] [Train] Iter 37200 | Loss 0.736477 | Loss pos 0.637463 | Loss v 0.000630 | Compact 11.995091 | SPP 0.000000 | Energy 1.242555 | Grad 0.2568 | LR 0.001000
[2025-12-22 00:22:39,348::train::INFO] [Train] Iter 37400 | Loss 0.747840 | Loss pos 0.672521 | Loss v 0.000430 | Compact 10.788547 | SPP 0.000000 | Energy 0.861983 | Grad 0.6694 | LR 0.001000
[2025-12-22 00:23:09,087::train::INFO] [Train] Iter 37600 | Loss 0.591367 | Loss pos 0.503824 | Loss v 0.000724 | Compact 5.041540 | SPP 0.000000 | Energy 0.935797 | Grad 0.2947 | LR 0.001000
[2025-12-22 00:23:39,107::train::INFO] [Train] Iter 37800 | Loss 0.841360 | Loss pos 0.760533 | Loss v 0.000607 | Compact 6.720131 | SPP 0.000000 | Energy 1.049565 | Grad 0.7359 | LR 0.001000
[2025-12-22 00:24:09,232::train::INFO] [Train] Iter 38000 | Loss 1.024424 | Loss pos 0.912733 | Loss v 0.000952 | Compact 5.482940 | SPP 0.000000 | Energy 0.920356 | Grad 0.8280 | LR 0.001000
[2025-12-22 00:30:01,693::train::INFO] [Validate] Iter 38000 | Loss 0.816049 | Loss pos 0.730914 | Loss v 0.611830 e-3 | Avg atom auroc 0.936063 | Compact 7.983995 | SPP 0.000000
[2025-12-22 00:30:01,706::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-22 00:30:32,149::train::INFO] [Train] Iter 38200 | Loss 1.773683 | Loss pos 1.720651 | Loss v 0.000502 | Compact 0.936945 | SPP 0.000000 | Energy 0.734631 | Grad 0.3608 | LR 0.001000
[2025-12-22 00:31:02,601::train::INFO] [Train] Iter 38400 | Loss 1.183666 | Loss pos 1.088413 | Loss v 0.000791 | Compact 5.368857 | SPP 0.000000 | Energy 0.751564 | Grad 0.8547 | LR 0.001000
